"ID","Name","City","Auth","Dec","Roll"
3062,"Wairau Valley School (Blenheim)","Marlborough District","State",5,66
2839,"Fairhall School","Blenheim","State",10,212
2884,"Koromiko School","Marlborough District","State",4,30
2971,"Rapaura School","Marlborough District","State",10,155
2981,"Riverlands School","Auckland","State",5,222
2891,"Linkwater School","Linkwater","State",8,42
3064,"Waitaria Bay School","Marlborough District","State",10,20
3391,"Kaikoura Primary School","Kaikoura","State",5,105
3530,"St Joseph's School (Kaikoura)","Kaikoura","State Integrated",5,101
3566,"Waiau School","Waiau","State",6,47
3368,"Hanmer Springs School","Hanmer Springs","State",9,70
309,"Cheviot Area School","Cheviot","State",7,189
3369,"Hapuku School","Kaikoura District","State",4,28
3392,"Kaikoura Suburban School","Kaikoura","State",7,32
3598,"Woodbank School","Kaikoura","State",4,6
3422,"Lynton Downs School","Kaikoura","State",9,10
3490,"Rotherham School","Hurunui District","State",10,25
3359,"Greta Valley School","Hurunui District","State",9,58
3284,"Ashgrove School","Rangiora","State",9,517
312,"Rangiora High School","Rangiora","State",8,1542
418,"Rangiora New Life School","Rangiora","State Integrated",8,294
3276,"Amberley School","Amberley","State",7,208
3569,"Waikari School","Waikari","State",4,31
310,"Oxford Area School","Oxford","State",7,497
3340,"Fernside School","Waimakariri District","State",10,215
3547,"Swannanoa School","Waimakariri District","State",10,196
3586,"West Eyreton School","Rangiora","State",10,156
3419,"Loburn School","Rangiora","State",10,126
3447,"North Loburn School","Waimakariri District","State",9,87
3570,"Waikuku School","Waimakariri District","State",7,65
3411,"Leithfield School","Amberley","State",8,85
3303,"Broomfield School","Amberley","State",9,103
3454,"Omihi School","Hurunui","State",8,17
3565,"View Hill School","Waimakariri District","State",7,41
3502,"Sheffield Contributing School","Sheffield","State",7,60
3326,"Darfield School","Darfield","State",7,252
350,"Akaroa Area School","Akaroa","State",8,125
3352,"Glentunnel School","Glentunnel","State",4,58
3397,"Kirwee Model School","Kirwee","State",10,111
3381,"Hororata School","Selwyn District","State",8,100
3597,"Windwhistle School","Selwyn District","State",9,23
3332,"Duvauchelle School","Akaroa","State",9,41
3408,"Le Bons Bay School","Banks Peninsula District","State",4,11
3452,"Okains Bay School","Banks Peninsula District","State",3,23
3418,"Little River School","Little River","State",5,73
3304,"Burnham School","Burnham","State",9,120
3509,"Southbridge School","Southbridge","State",9,145
3478,"Prebbleton School","Prebbleton","State",10,280
347,"Lincoln High School","Lincoln","State",9,1363
3412,"Lincoln Primary School","Lincoln","State",10,420
3488,"Rolleston School","Chch","State",9,558
3516,"Springston School","Selwyn District","State",10,184
3388,"Kaiapoi Borough School","Kaiapoi","State",6,556
314,"Kaiapoi High School","Kaiapoi","State",5,659
3389,"Kaiapoi North School","Kaiapoi","State",5,489
2748,"Karanga Mai Young Parents College","Kaiapoi","State",1,27
3540,"St Patrick's School (Kaiapoi)","Kaiapoi","State Integrated",8,181
3410,"Leeston School","Leeston","State",8,244
349,"Ellesmere College","Leeston","State",8,552
3600,"Woodend School","Woodend","State",9,375
346,"Darfield High School","Darfield","State",8,708
3285,"Ashley School","via Rangiora","State",9,159
308,"Amuri Area School","Culverden","State",8,283
3325,"Cust School","Cust","State",10,107
311,"Hurunui College","Hawarden","State",7,230
307,"Kaikoura High School","Kaikoura","State",4,241
3481,"Rangiora Borough School","Rangiora","State",7,505
3501,"Sefton School","Sefton","State",7,99
4132,"St Joseph's School (Rangiora)","Rangiora","State Integrated",9,132
3576,"Waipara School","Waipara","State",6,40
3357,"Greendale School","Christchurch","State",9,40
3549,"Tai Tapu School","Christchurch","State",9,222
3358,"Greenpark School (Christchurch)","Selwyn","State",7,32
3402,"Ladbrooks School","Christchurch","State",10,85
3554,"Waitaha Learning Centre","Christchurch","State",5,16
3585,"Weedons School","Selwyn District","State",10,149
3301,"Broadfield School","Selwyn","State",10,68
3433,"McKenzie Residential School","Christchurch","State",2,29
3587,"West Melton School","Selwyn District","State",10,265
3602,"Yaldhurst Model School","Christchurch","State",7,135
3515,"Springfield School","Springfield","State",6,29
3331,"Dunsandel School","Leeston","State",9,111
3563,"Tuahiwi School","Kaiapoi","State",7,85
3321,"Clarkville School","Waimakariri District","State",9,196
3451,"Ohoka School","Kaiapoi","State",10,229
3274,"Allenton School","Ashburton","State",8,341
3281,"Ashburton Borough School","Ashburton","State",7,382
3282,"Ashburton Intermediate","Ashburton","State",6,416
3283,"Ashburton Netherby School","Ashburton","State",3,104
3367,"Hampstead School","Ashburton","State",4,277
3527,"St Joseph's School (Ashburton)","Ashburton","State Integrated",8,205
3480,"Rakaia School","Rakaia","State",4,88
3436,"Methven School","Methven","State",9,210
3462,"Our Lady of Snows School (Methven)","Methven","State Integrated",10,30
351,"Ashburton College","Ashburton","State",7,1096
3561,"Tinwald School","Ashburton","State",6,229
348,"Mount Hutt College","Methven","State",8,516
3441,"Mt Somers Springburn School","Ashburton District","State",10,76
3313,"Chertsey School","Ashburton/Mid Canterbury","State",6,43
3336,"Fairton School","Ashburton","State",6,32
3407,"Lauriston School","Ashburton","State",9,81
3594,"Longbeach School","Ashburton Dist","State",9,103
3420,"Lowcliffe School","Ashburton","State",10,22
3308,"Carew Peel Forest School","Carew","State",10,52
3375,"Hinds School","Ashburton District","State",9,123
3432,"Mayfield School (Mid-Canterbury)","Mayfield","State",9,78
3580,"Wakanui School","Ashburton","State",8,46
3329,"Dorie School","Ashburton District","State",9,45
3322,"Cobden School","Greymouth","State",2,142
3495,"Runanga School","Via Greymouth","State",3,103
3295,"Blaketown School","Greymouth","State",2,74
3361,"Greymouth Main School","Greymouth","State",5,407
3394,"Karoro School","Greymouth","State",8,169
2106,"Paparoa Range School","Dobson","State",3,121
3472,"Paroa School (Greymouth)","Greymouth","State",6,172
3538,"St Patrick's School (Greymouth)","Greymouth","State Integrated",5,135
3376,"Hokitika School","Hokitika","State",4,170
3393,"Kaniere School","Hokitika","State",7,115
3536,"St Mary's School (Hokitika)","Hokitika","State Integrated",5,108
3489,"Ross School","Ross","State",6,24
3192,"Granity School","Via Westport","State",3,47
3220,"St Canices School (Westport)","Westport","State Integrated",4,169
3235,"Westport North School","Westport","State",4,303
3236,"Westport South School","Westport","State",4,176
496,"Reefton Area School","Reefton","State",3,238
3219,"Sacred Heart School (Reefton)","Reefton","State Integrated",4,47
3401,"Kumara School","Kumara","State",5,26
3343,"Franz Josef Glacier School","Via Hokitika","State",9,23
1587,"Gloriavale Christian Community School","Grey District","Private",NA,127
303,"Greymouth High School","Greymouth","State",4,655
3386,"Jacobs River School","Jacobs River","State",5,6
304,"John Paul II High School","Greymouth","State Integrated",4,138
2123,"Lake Brunner School","Moana","State",7,67
305,"Westland High School","Hokitika","State",6,479
3592,"Whataroa School","Via Hokitika","State",7,38
2105,"Awahono School - Grey Valley","Ahaura","State",4,119
3342,"Fox Glacier School","Fox Glacier","State",8,17
3363,"Haast School","Haast","State",3,21
300,"Karamea Area School","Via Westport","State",5,93
301,"Buller High School","Westport","State",3,345
3198,"Inangahua Junction School","Inangahua Junction","State",6,9
3232,"Waimangaroa School","Via Westport","State",2,38
3290,"Barrytown School","Grey District","State",4,13
3398,"Kokatahi-Kowhitirangi School","Westland District","State",8,23
306,"South Westland Area School","Hari Hari","State",4,111
527,"Twizel Area School","Twizel","State",8,155
3477,"Pleasant Point Primary School","Pleasant Point","State",8,258
3528,"St Joseph's School (Pleasant Point)","Pleasant Point","State Integrated",7,83
2113,"Bluestone School","Timaru","State",5,490
357,"Craighead Diocesan School","Timaru","State Integrated",9,337
3347,"Gleniti School","Timaru","State",10,373
2111,"Grantlea Downs School","Timaru","State",4,318
3373,"Highfield School","Timaru","State",7,292
2110,"Oceanview Heights School","Timaru","State",2,126
3498,"Sacred Heart School (Timaru)","Timaru","State Integrated",5,191
3533,"St Joseph's School (Timaru)","Timaru","State Integrated",7,214
1611,"Timaru Christian School","Timaru","State Integrated",6,53
2115,"Timaru South School","Timaru","State",3,348
3572,"Waimataitai School","Timaru","State",7,460
3280,"Arowhenua Maori School","Temuka","State",4,26
354,"Opihi College","Temuka","State",5,379
3532,"St Joseph's School (Temuka)","Temuka","State Integrated",5,82
2109,"Temuka Primary School","Temuka","State",5,269
3573,"Waimate Centennial School","Waimate","State",3,109
362,"Waimate High School","Waimate","State",4,375
3574,"Waimate Main School","Waimate","State",2,103
3335,"Fairlie School","Fairlie","State",7,112
353,"Mackenzie College","Fairlie","State",7,202
3529,"St Joseph's School (Fairlie)","Fairlie","State Integrated",7,38
352,"Geraldine High School","Geraldine","State",8,606
2107,"Geraldine Primary School","Geraldine","State",8,305
3442,"Aoraki Mount Cook School","Mt Cook","State",10,13
359,"Mountainview High School","Timaru","State",6,547
358,"Roncalli College","Timaru","State Integrated",6,497
360,"Timaru Boys' High School","Timaru","State",7,678
361,"Timaru Girls' High School","Timaru","State",5,472
2108,"Winchester Rural School","Winchester","State",5,120
3406,"Lake Tekapo School","Lake Tekapo","State",7,22
4147,"Waihi School","Winchester","Private",9,98
2112,"Barton Rural School","Timaru District","State",8,126
2114,"Beaconsfield School","Timaru","State",8,116
3567,"Waihao Downs School","Waimate District","State",8,32
3568,"Waihaorunga School","Waimate District","State",7,16
3426,"Makikihi School","Makikihi","State",7,31
3579,"Waituna Creek School","Waimate District","State",5,60
3348,"Glenavy School","Waimate","State",9,62
3440,"Morven School","Waimate District","State",5,21
3273,"Albury School","Albury","State",8,30
3307,"Cannington School","Cannington","State",9,35
3519,"St Andrew's School (Timaru)","Timaru","State",5,92
3599,"Woodbury School","Timaru","State",9,46
3317,"Christchurch East School","Christchurch","State",3,240
328,"Christchurch Girls' High School","Christchurch","State",9,1100
3474,"Phillipstown School","Christchurch","State",1,134
520,"Hammersley Park School","Christchurch","State",1,129
2126,"Jean Seabrook Memorial School","Christchurch","Private",8,24
3504,"Shirley School","Christchurch","State",3,256
3535,"St Mary's School (Christchurch)","Christchurch","State Integrated",4,95
3334,"Elmwood Normal School","Christchurch","State",10,529
325,"Rangi Ruru Girls' School","Christchurch","Private",10,699
3517,"St Albans Catholic School (Christchurch)","Christchurch","State Integrated",10,96
3518,"St Albans School","Christchurch","State",7,489
3310,"Cashmere Primary School","Christchurch","State",10,461
3371,"Heathcote Valley School","Christchurch","State",9,266
341,"Hillview Christian School","Christchurch","State Integrated",6,466
3534,"St Martin's School","Christchurch","State",9,571
3557,"Thorrington School","Christchurch","State",10,446
3288,"Bamford School","Christchurch","State",2,119
3291,"Beckenham School","Christchurch","State",7,440
3455,"Opawa School","Christchurch","State",5,453
3510,"Southbrook School","Rangiora","State",7,272
4135,"St Mark's School (Christchurch)","Christchurch","State Integrated",10,222
3542,"St Peter's School (Beckenham)","Christchurch","State Integrated",9,121
4212,"TKKM o Waitaha","Christchurch","State",2,127
3581,"Waltham School","Christchurch","State",2,146
3601,"Woolston School","Christchurch","State",2,260
3271,"Addington School","Christchurch","State",3,197
340,"Cashmere High School","Christchurch","State",8,1663
3318,"Christchurch South Intermediate","Christchurch","State",6,489
3588,"West Spreydon School","Christchurch","State",4,178
82,"Canterbury Christian College","Christchurch","State Integrated",7,142
522,"Halswell Residential College","Christchurch","State",2,75
3366,"Halswell School","Christchurch","State",10,653
3379,"Hoon Hay School","Christchurch","State",7,396
3427,"Manning Intermediate","Christchurch","State",4,252
3450,"Oaklands School","Christchurch","State",9,505
3461,"Our Lady of Assumption School (Chch)","Christchurch","State Integrated",8,215
3492,"Rowley Avenue School","Christchurch","State",1,115
3512,"Spreydon School","Christchurch","State",4,311
3384,"Ilam School","Christchurch","State",7,493
335,"Middleton Grange School","Christchurch","State Integrated",9,1194
3543,"St Teresa's School (Riccarton)","Christchurch","State Integrated",7,131
326,"Villa Maria College","Christchurch","State Integrated",9,783
3589,"Westburn School","Christchurch 4","State",9,484
3591,"Wharenui School","Christchurch","State",2,156
3287,"Avonhead School","Christchurch","State",9,515
3298,"Branston Intermediate","Christchurch","State",3,232
3346,"Gilberthorpe School","Christchurch","State",2,102
338,"Hornby High School","Christchurch","State",3,450
3380,"Hornby Primary School","Christchurch","State",2,154
3434,"Merrin School","Christchurch","State",9,422
334,"Riccarton High School","Christchurch","State",7,944
3485,"Riccarton School","Christchurch","State",2,199
3496,"Russley School","Christchurch","State",9,449
3505,"Sockburn School","Christchurch","State",3,196
3507,"South Hornby School","Christchurch","State",3,311
3521,"St Bernadette's School (Hornby)","Christchurch","State Integrated",3,158
3555,"Templeton School","Christchurch","State",7,339
3292,"Belfast School","Belfast","State",6,385
3299,"Breens Intermediate","Christchurch","State",6,215
3309,"Casebrook Intermediate","Christchurch","State",5,434
3370,"Harewood School","Christchurch","State",8,176
3429,"Marshland School","Christchurch","State",8,208
3449,"Northcote School (Christchurch)","Christchurch","State",2,154
3484,"Redwood School (Christchurch)","Christchurch","State",8,425
3350,"Glenmoor School","Christchurch","State",3,57
320,"Mairehau High School","Christchurch","State",4,586
3460,"Our Lady of Fatima School (Chch)","Christchurch","State Integrated",7,238
3466,"Papanui School","Christchurch","State",5,196
318,"St Andrew's College (Christchurch)","Christchurch","Private",10,1347
3531,"St Joseph's School (Papanui)","Christchurch","State Integrated",9,385
3571,"Waimairi School","Christchurch","State",9,451
3275,"Allenvale Special School & Res. Centre","Christchurch","State",5,133
3278,"Aorangi School (Christchurch)","Christchurch","State",3,99
3293,"Bishopdale School","Christchurch","State",2,157
3305,"Burnside Primary School","Christchurch","State",5,243
3316,"Christ The King School (Burnside)","Christchurch","State Integrated",9,292
3324,"Cotswold School","Christchurch","State",8,513
1168,"Emmanuel Christian School","Christchurch","State Integrated",9,132
3338,"Fendalton Open Air School","Christchurch","State",10,504
3385,"Isleworth School","Christchurch","State",6,213
3395,"Kendal School","Christchurch","State",6,115
3467,"Paparoa Street School","Christchurch","State",10,593
3493,"Roydvale School","Christchurch","State",9,288
3577,"Wairakei School (Christchurch)","Christchurch","State",6,208
3286,"Avondale School (Christchurch)","Christchurch","State",2,512
324,"Avonside Girls' High School","Christchurch","State",6,1220
3289,"Banks Avenue School","Christchurch","State",5,642
3314,"Chisnallwood Intermediate","Christchurch","State",5,810
1582,"Nova Montessori School","Christchurch","Private",8,47
3523,"St James School (Aranui)","Christchurch","State Integrated",1,96
3541,"St Paul's School (Dallington)","Christchurch","State Integrated",7,277
3575,"Wainoni School","Christchurch","State",1,157
3302,"Bromley School","Christchurch","State",2,296
3413,"Linwood Avenue School","Christchurch","State",2,301
3414,"Linwood Intermediate","Christchurch","State",2,191
3415,"Linwood North School","Christchurch","State",2,237
3508,"South New Brighton School","Christchurch","State",5,451
3443,"Mt Pleasant School","Christchurch","State",10,302
3483,"Redcliffs School","Christchurch","State",10,412
519,"Van Asch Deaf Education Centre","Christchurch","State",4,26
3423,"Lyttelton Main School","Lyttelton","State",8,125
3424,"Lyttelton West School","Lyttelton","State",9,68
3525,"St Joseph's School (Lyttelton)","Christchurch","State Integrated",8,28
3306,"Burwood School","Christchurch","State",7,422
3344,"Freeville School","Christchurch 8009","State",4,339
3445,"New Brighton Catholic School (Chch)","Christchurch","State Integrated",5,181
3448,"North New Brighton School","Christchurch","State",4,288
3464,"Ouruhia Model School","Christchurch","State",8,101
3479,"Queenspark School","Christchurch","State",8,604
3596,"Windsor School (Christchurch)","Christchurch","State",9,609
330,"Christ's College","Christchurch","Private",10,658
1635,"Discovery One School","Christchurch","State",6,184
336,"Hagley Community College","Christchurch","State",5,1439
1631,"Southern Regional Health School","Christchurch","State",1,12
4136,"St Michael's Church School","Christchurch","Private",9,198
368,"The Cathedral Grammar School","Christchurch","Private",10,320
483,"Unlimited Paenga Tawhiti","Christchurch","State",6,326
4138,"Selwyn House School","Christchurch","Private",10,309
333,"St Margaret's College","Christchurch","Private",10,742
531,"Catholic Cathedral College","Christchurch","State Integrated",3,285
3339,"Ferndale School (Christchurch)","Christchurch","State",5,105
3537,"St Patrick's School (Bryndwr)","Christchurch","State Integrated",10,172
3486,"Richmond School (Christchurch)","Christchurch","State",2,106
419,"Rudolf Steiner School (Chch)","Christchurch","State Integrated",8,367
3520,"St Anne's School (Woolston)","Christchurch","State Integrated",3,140
4143,"Tamariki School","Christchurch","State Integrated",4,52
3270,"Sacred Heart School (Christchurch)","Christchurch","State Integrated",3,114
339,"Hillmorton High School","Christchurch","State",5,739
3506,"Somerfield School","Christchurch","State",6,413
1618,"TKKM o Te Whanau Tahi","Christchurch","State",3,82
327,"Christchurch Boys' High School","Christchurch","State",9,1338
3463,"Our Lady of Victories","Christchurch","State Integrated",8,238
331,"St Thomas of Canterbury College","Christchurch","State Integrated",8,486
3323,"Cobham Intermediate","Christchurch","State",8,727
319,"Burnside High School","Christchurch","State",8,2588
3396,"Kirkwood Intermediate","Christchurch","State",7,259
4118,"Medbury Preparatory School","Christchurch","Private",10,320
317,"Christchurch Adventist School","Christchurch","State Integrated",6,180
3372,"Heaton Normal Intermediate","Christchurch","State",9,581
316,"Papanui High School","Christchurch","State",6,1461
315,"St Bedes College","Christchurch","State Integrated",9,790
3425,"Mairehau School","Christchurch","State",4,357
518,"Kingslea School","Christchurch","Other",1,51
343,"Marian College","Christchurch","State Integrated",7,434
321,"Shirley Boys' High School","Christchurch","State",6,1417
3503,"Shirley Intermediate","Christchurch","State",4,308
3311,"Central New Brighton School","Christchurch","State",2,162
2761,"Kimihia Parents' College","Christchurch","State",1,24
337,"Linwood College","Christchurch","State",2,931
323,"Aranui High School","Christchurch","State",2,751
3279,"Aranui School (Christchurch)","Christchurch","State",1,245
3544,"Star of the Sea School (Christchurch)","Christchurch","State Integrated",10,110
3546,"Sumner School","Christchurch","State",10,382
3470,"Parkview School","Christchurch","State",5,309
3387,"Kaingaroa School (Chatham Islands)","Christchurch","State",5,9
3476,"Pitt Island School","Christchurch","State",6,9
3553,"Te One School","Christchurch","State",6,51
3327,"Diamond Harbour School","Diamond Harbour","State",9,114
3354,"Governors Bay School","Governors Bay","State",10,84
3711,"Balmacewen Intermediate","Dunedin","State",9,367
387,"John McGlashan College","Dunedin","State Integrated",10,498
3753,"Kaikorai School","Dunedin","State",9,301
3768,"Maori Hill School","Dunedin","State",10,192
3783,"North East Valley Normal School","Dunedin","State",6,119
3790,"Opoho School","Dunedin","State",9,111
3801,"Pine Hill School","Dunedin","State",3,57
3815,"Sacred Heart School (Dunedin)","Dunedin","State Integrated",7,65
3830,"St Mary's School (Dunedin)","Dunedin","State Integrated",6,48
3859,"Wakari School","Dunedin","State",8,305
3709,"Balaclava School","Dunedin","State",8,199
3716,"Bradford School","Dunedin","State",4,105
3719,"Brockville School","Dunedin","State",2,182
381,"Kaikorai Valley College","Dunedin","State",5,904
3776,"Mornington School","Dunedin","State",8,211
3822,"St Francis Xavier School (Mornington)","Dunedin","State Integrated",8,100
3810,"Calton Hill School","Dunedin","State",2,65
3722,"Caversham School","Dunedin","State",2,84
3726,"College Street School","Dunedin","State",3,190
3728,"Corstorphine School","Dunedin","State",1,63
526,"Forbury School","Dunedin","State",2,103
383,"Kings High School (Dunedin)","Dunedin","State",6,706
3763,"Macandrew Intermediate","Dunedin","State",3,161
384,"Queens High School","Dunedin","State",5,582
3816,"Sara Cohen School","Dunedin","State",6,34
3819,"St Bernadette's School (Forbury)","Dunedin","State Integrated",5,102
3835,"St Clair School","Dunedin","State",6,369
3833,"St Patrick's School (Dunedin)","Dunedin","State Integrated",3,54
3839,"Tahuna Normal Intermediate","Dunedin","State",8,491
3703,"Andersons Bay School","Dunedin","State",10,270
382,"Bayfield High School","Dunedin","State",8,727
3742,"Grants Braes School","Dunedin","State",10,168
3779,"Musselburgh School","Dunedin","State",5,171
3813,"Rotary Park School","Dunedin","State",10,78
3820,"St Brigids School (Tainui)","Dunedin","State Integrated",10,101
3841,"Tainui School","Dunedin","State",8,235
3846,"Tomahawk School","Dunedin","State",5,25
3718,"Broad Bay School","Dunedin","State",9,47
3762,"Macandrew Bay School","Dunedin","State",10,122
3805,"Portobello School","Dunedin","State",8,87
3706,"Arthur Street School","Dunedin","State",8,153
3740,"George Street Normal School","Dunedin","State",9,364
3750,"High Street School","Dunedin","State",7,88
378,"Otago Girls' High School","Dunedin","State",9,809
380,"St Hildas Collegiate","Dunedin","State Integrated",10,439
3827,"St Joseph's Cathedral School","Dunedin","State Integrated",8,145
3700,"Abbotsford School","Dunedin","State",7,268
3727,"Concord School","Dunedin","State",3,134
3736,"Fairfield School (Dunedin)","Dunedin","State",10,347
3743,"Green Island School","Dunedin","State",4,200
2351,"TKKM o Otepoti","Dunedin","State",3,24
3850,"Waihola District School","Waihola","State",6,38
3860,"Waldronville School","Dunedin","State",8,23
1192,"Dunedin Rudolf Steiner School","Maia","State Integrated",7,24
3808,"Ravensbourne School","Dunedin","State",6,43
3829,"St Leonard's School (Dunedin)","Dunedin","State",10,55
3803,"Port Chalmers School","Port Chalmers","State",5,137
3817,"Sawyers Bay School","Dunedin","State",7,94
3828,"St Joseph's School (Port Chalmers)","Dunedin","State Integrated",7,28
3733,"East Taieri School","Dunedin","State",9,279
3778,"Elmgrove School","Dunedin","State",6,282
1657,"Silverstream (South) Primary School","Dunedin","State",4,294
3832,"St Mary's School (Mosgiel)","Dunedin","State Integrated",8,158
3717,"Brighton School","Dunedin","State",5,48
3787,"Ocean View School","Dunedin","State",6,29
3731,"Dunedin North Intermediate","Dunedin","State",6,260
3745,"Halfway Bush School","Dunedin","State",4,60
1795,"Southern Lakes Christian School","Frankton","Private",10,23
3834,"St Peter Chanel School (Green Island)","Dunedin","State Integrated",8,83
1641,"Amana Christian School","Dunedin","Private",9,7
495,"Taieri College","Dunedin","State",6,1033
386,"Columba College","Dunedin","State Integrated",10,569
557,"Holy Family School (Wanaka)","Wanaka","State Integrated",10,53
536,"Kavanagh College","Dunedin","State Integrated",8,886
376,"Logan Park High School","Dunedin","State",7,577
3788,"Omakau School","Omakau","State",8,43
377,"Otago Boys' High School","Dunedin","State",9,761
3795,"Outram School","Outram","State",9,220
4117,"Liberton Christian School","Dunedin","State Integrated",8,62
3761,"Lee Stream School","Dunedin City","State",6,27
3807,"Purakanui School","Purakanui","State",6,18
3857,"Waitati School","Via Dunedin","State",9,69
3840,"Taieri Beach School","Otago","State",5,31
3754,"Kaitangata School","Kaitangata","State",4,124
3831,"St Mary's School (Milton)","Milton","State Integrated",4,79
3845,"Tokoiti School","Milton","State",4,53
392,"Tokomairiro High School","Milton","State",5,273
3710,"Balclutha School","Balclutha","State",5,231
3812,"Rosebank School (Balclutha)","South Otago","State",6,336
393,"South Otago High School","Balclutha","State",6,556
3826,"St Joseph's School (Balclutha)","Balclutha","State Integrated",7,53
3836,"Stirling School","Stirling","State",7,36
3811,"Romahapa School","Clutha District","State",4,36
3861,"Warepa School","Balclutha","State",9,40
3724,"Clutha Valley School","Clutha District","State",9,119
4005,"Queenstown School","Queenstown","State",10,602
4016,"St Joseph's School (Queenstown)","Queenstown","State Integrated",10,151
533,"Mt Aspiring College","Wanaka","State",10,610
1167,"Wanaka Primary School","Wanaka","State",10,360
373,"Cromwell College","Cromwell","State",8,392
3729,"Cromwell Primary School","Cromwell","State",8,215
3741,"Goldfields School (Cromwell)","Cromwell","State",7,166
3701,"Alexandra School","Alexandra","State",8,199
372,"Dunstan High School","Alexandra","State",9,565
3844,"The Terrace School (Alexandra)","Alexandra","State",8,299
3725,"Clyde School","Clyde","State",9,143
370,"Maniototo Area School","Ranfurly","State",7,186
3824,"St John's School (Ranfurly)","Ranfurly","State Integrated",7,38
3823,"St Gerard's School (Alexandra)","Alexandra","State Integrated",9,118
3843,"Tarras School","Tarras","State",10,11
374,"Wakatipu High School","Queenstown","State",10,784
3955,"Glenorchy School","Via Queenstown","State",9,18
3930,"Arrowtown School","Arrowtown","State",10,356
3747,"Hawea Flat School","Wanaka","State",10,92
3767,"Makarora Primary School","Via Wanaka","State",7,9
3802,"Poolburn School","Oturehua","State",10,33
3796,"Paerau School","Central Otago District","State",10,10
3707,"Fenwick School","Oamaru","State",6,251
3784,"Oamaru Intermediate","Oamaru","State",5,271
3785,"Oamaru North School","Oamaru","State",4,164
3737,"Pembroke School (Oamaru)","Oamaru","State",3,220
3825,"St Joseph's School (Oamaru)","Oamaru","State Integrated",6,217
3864,"Weston School","Weston","State",7,275
3746,"Hampden School","Hampden","State",5,25
3789,"Omarama School","Omarama","State",6,34
3797,"Palmerston School","Otago","State",6,115
363,"Waitaki Valley School","North Otago","State",10,102
369,"St Kevins College (Oamaru)","Oamaru","State Integrated",7,428
365,"Waitaki Boys' High School","Oamaru","State",6,538
366,"Waitaki Girls' High School","Oamaru","State",6,473
3756,"Karitane School","Karitane","State",8,19
3862,"Warrington School","Warrington","State",9,50
3739,"Flagswamp School","Waitaki District","State",7,9
3764,"Macraes Moonlight School","Waitaki District","State",7,18
3738,"Five Forks School","Waitaki","State",10,33
3704,"Ardgowan School","Oamaru","State",7,60
3732,"Duntroon School","Duntroon","State",5,61
3798,"Papakaio School","Waitaki District","State",8,106
3755,"Kakanui School","Kakanui","State",4,44
3765,"Maheno School","Waitaki District","State",5,31
3793,"Otepopo School","Herbert","State",7,22
3847,"Totara School","Alma","State",6,64
375,"Roxburgh Area School","Roxburgh","State",4,190
3852,"Waikouaiti School","Waikouaiti","State",7,99
3842,"Tapanui School","Tapanui","State",7,95
390,"Lawrence Area School","Lawrence","State",6,125
3723,"Clinton School","Clinton","State",4,69
394,"The Catlins Area School","Owaka","State",6,165
3771,"Millers Flat School","Millers Flat","State",7,44
3858,"Waiwera South School","Clutha District","State",7,58
3838,"Tahakopa School","Clutha District","State",9,10
391,"Blue Mountain College","West Otago","State",7,240
3749,"Heriot School","West Otago","State",8,75
3855,"Waitahuna School","Waitahuna","State",7,38
3837,"Strath Taieri School","Middlemarch","State",6,61
4001,"Otautau School","Otautau","State",5,149
402,"Tuatapere Community College","Tuatapere","State",5,192
4019,"St Patrick's School (Nightcaps)","Nightcaps","State Integrated",2,54
398,"Takitimu Primary School","Nightcaps","State",4,94
3984,"Mararoa School","Te Anau","State",8,51
3933,"Blackmount School","Southland District","State",9,17
1650,"Central Southland Rural Primary School","Southland","State",9,84
3969,"Isla Bank School","Otautau","State",8,14
3938,"Hauroko Valley Primary School","Tuatapere","State",8,33
3946,"East Gore School","Gore","State",3,122
3956,"Gore Main School","Gore","State",6,118
3979,"Longford Intermediate","Gore","State",5,247
397,"St Peter's College (Gore)","Gore","State Integrated",8,376
4050,"West Gore School","Gore","State",6,300
3986,"Mataura School","Mataura","State",1,132
3980,"Lumsden School","Lumsden","State",5,82
396,"Gore High School","Gore","State",6,644
4018,"St Mary's School (Gore)","Gore","State Integrated",7,176
3932,"Balfour School","Balfour","State",7,51
3953,"Garston School","Garston","State",8,26
3990,"Mossburn School","Mossburn","State",8,72
3851,"Waikoikoi School","Waikoikoi","State",8,19
3970,"Kaiwera School","Gore District","State",8,8
4003,"Pukerau School","Gore District","State",8,26
3973,"Knapdale School","Gore District","State",7,32
3997,"Otama School","Gore District","State",9,27
3981,"Willowbank School","Gore District","State",8,17
4027,"Te Tipua School","Southland District","State",8,31
4032,"Tuturau Primary School","Southland District","State",4,32
4037,"Waikaka School","Waikaka","State",8,91
3935,"Hillside Primary School","Browns","State",8,19
3977,"Lochiel School","Southland District","State",9,67
3963,"Heddon Bush School","Southland District","State",8,61
3975,"Limehills School","Limehills","State",9,158
3943,"Dipton School","Dipton","State",8,70
1625,"Ascot Community School","Invercargill","State",3,225
2119,"Donovan Primary School","Invercargill","State",5,281
3966,"Invercargill Middle School","Invercargill","State",3,157
552,"James Hargest College","Invercargill","State",8,1799
4011,"Ruru Special School","Invercargill","State",4,66
4013,"Sacred Heart School (Waikiwi)","Invercargill","State Integrated",9,157
4014,"Salford School","Invercargill","State",9,228
4131,"St John's Girls' School (Invercargill)","Invercargill","State Integrated",8,118
